"Leslie Kota , a spokeswoman for K mart based in Troy , Mich. , said the company would appeal the ruling .",Troy,organization based in,Mich.
"In 1978 , James Earl Ray , convicted assassin of Dr. Martin Luther King Jr. , told a Capitol Hill hearing he did not commit the crime , saying he 'd been set up by a mysterious man called ` ` Raoul. ' '",James Earl Ray,assassin of,Dr. Martin Luther King Jr.
LOS ANGELES ( AP ),AP,organization based in,LOS ANGELES
"Michael Mason , a lobbyist with the American Petroleum Institute , told the news conference that his oil industry trade group believes the proposal to be ` ` a big mistake ' ' because ` ` there should be a level playing field in which all fuels should be able to compete. ' '",Michael Mason,work for,American Petroleum Institute
"WAMPSVILLE , N.Y .",WAMPSVILLE,none,N.Y .
"( Text ) According to Interior Mauri Pekkarinen , Finland 's EU ( European Union ) negotiation result is getting worse and worse while the contents are becoming more exact .",Mauri Pekkarinen,work for,Finland
"Portland , Maine 58 foggy. _Central : Bismarck 76 fair ;",Portland,located in,Maine
""" His position is very supportive ( of the Arrow ) , "" says Oded Ben-Ami , Rabin 's spokesman at the Defense Ministry .",Oded Ben-Ami,work for,Defense Ministry
"Some brought radios , ' ' said Nancy Cowan , Red Cross disaster chairman for Calcasieu and Cameron parishes.",Nancy Cowan,work for,Red Cross
"JOHANNESBURG , South Africa ( AP )",JOHANNESBURG,none,South Africa
"Pittsburgh 's superintendent , Richard C. Wallace , who arrived in 1980 as an outsider to a city enmeshed in a bitter dispute over school desegregation , helped move the school system beyond that dispute and establish it as a national model of reform .",Richard C. Wallace,work for,Pittsburgh
"In Montana , erratic winds and temperatures in the 100s pushed a fire in the Custer National Forest to more than 1 , 200 acres Tuesday , said Jerry Chapman of the Bureau of Land Management.",Custer National Forest,located in,Montana
"In Montana , erratic winds and temperatures in the 100s pushed a fire in the Custer National Forest to more than 1 , 200 acres Tuesday , said Jerry Chapman of the Bureau of Land Management.",Custer National Forest,located in,Montana
"Today 's highlight in history : On Nov. 24 , 1963 , in a scene captured on live network television , Dallas nightclub owner Jack Ruby shot and mortally wounded Lee Harvey Oswald as the accused assassin of President John F. Kennedy was being escorted by police to an armored truck at the Dallas municipal building for transfer to the county jail .",Jack Ruby,kill,Lee Harvey Oswald
"But actor John Wilkes Booth shot Lincoln during the third act , mortally wounding him .",John Wilkes Booth,kill,Lincoln
"Likewise in Miami 's Dade County , the teacher union and superintendent have stopped fighting and started cooperating to devise a reform plan .",Dade County,located in,Miami
( By ITAR-TASS correspondent Boris Sitnikov ),Boris Sitnikov,work for,ITAR-TASS
"NASA officials said the four candidate crewmen will start training for their mission in April at the Marshall Space Flight Center in Huntsville , Ala .",Marshall Space Flight Center,located in,Huntsville
"NASA officials said the four candidate crewmen will start training for their mission in April at the Marshall Space Flight Center in Huntsville , Ala .",Marshall Space Flight Center,located in,Ala
"NASA officials said the four candidate crewmen will start training for their mission in April at the Marshall Space Flight Center in Huntsville , Ala .",Huntsville,organization based in,Ala
"Indeed , it was on June 28 1914 that Gavrilo Princip , a 20-year-old Serb revolutionary student , shot dead Archduke Franz Ferdinand of Austria-Hungary in Sarajevo .",Gavrilo Princip,kill,Archduke Franz Ferdinand
"Indeed , it was on June 28 1914 that Gavrilo Princip , a 20-year-old Serb revolutionary student , shot dead Archduke Franz Ferdinand of Austria-Hungary in Sarajevo .",Austria-Hungary,location of assassination,Sarajevo
40101006B Beijing CHINA DAILY ( SCIENCE MEDICINE ) in English 13 Apr 94 p 5,CHINA DAILY,organization based in,Beijing
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,William Miller.,work for,Ukraine
Reactors at the Savannah River plant in South Carolina were shut down more than a year ago because of safety concerns.,Savannah River,none,South Carolina
"The district includes central Miami , including the heavily Cuban Little Havana area.",Little Havana,part of,Miami
"` ` I hope they come away with the impression that we are real human beings , with a better understanding of the fact that America is not what they see on the satellite or through the news media , ' ' said Fred Bauman , project manager of the local chapter of Habitat for Humanity , the Yakima Valley Partners , which is overseeing the building.",Fred Bauman,work for,Habitat for Humanity
"` ` I hope they come away with the impression that we are real human beings , with a better understanding of the fact that America is not what they see on the satellite or through the news media , ' ' said Fred Bauman , project manager of the local chapter of Habitat for Humanity , the Yakima Valley Partners , which is overseeing the building.",Fred Bauman,project manager of,Yakima Valley Partners
"A thunderstorm dumped more than half an inch of rain in 12 minutes in Cedar City , Utah Monday afternoon , flooding basements in about 200 homes and buildings.",Cedar City,located in,Utah
Madison County Judge William O 'Brien III set a Feb. 28 hearing date for arguments on whether Timothy Jacobs should be returned to North Carolina .,William O 'Brien III,work for,Madison County
Moscow KOMSOMOLSKAYA PRAVDA,KOMSOMOLSKAYA PRAVDA,organization based in,Moscow
"In San Bernardino County , winds ripped off part of the roof of the sheriff 's station in Rancho Cucamonga and damaged several private cars , said Deputy Denise Garland .",Rancho Cucamonga,organization based in,San Bernardino County
"In San Bernardino County , winds ripped off part of the roof of the sheriff 's station in Rancho Cucamonga and damaged several private cars , said Deputy Denise Garland .",Denise Garland,work for,San Bernardino County
"He was speaking at State House , Nairobi , when receiving credentials from the new high commissioner of Zimbabwe , Mr. Lucas Pande Tavaya .",State House,organization based in,Nairobi
"He was speaking at State House , Nairobi , when receiving credentials from the new high commissioner of Zimbabwe , Mr. Lucas Pande Tavaya .",Mr. Lucas Pande Tavaya,work for,Zimbabwe
"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",Richard Kahn,work for,American Diabetes Association
"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",American Diabetes Association,organization based in,Alexandria
"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",American Diabetes Association,organization based in,Va.
"There are an estimated 11 million diabetics nationwide , of whom about 2.5 million give themselves insulin shots each day , said Richard Kahn , chief scientific and medical officer for the American Diabetes Association in Alexandria , Va.",Alexandria,organization based in,Va.
"Included in the group who remained here was Hua Wen-Yi , a famous opera singer in Shanghai , said Leonard Lee , editor of the Chinese Times , a Chinese language daily newspaper in San Francisco.",Hua Wen-Yi,famous opera singer in,Shanghai
"Included in the group who remained here was Hua Wen-Yi , a famous opera singer in Shanghai , said Leonard Lee , editor of the Chinese Times , a Chinese language daily newspaper in San Francisco.",Hua Wen-Yi,famous opera singer in,Shanghai
NTSB spokesman Alan Pollock said the disassembly process would begin sometime in the next couple weeks.,Alan Pollock,work for,NTSB
JN1404193394 Damascus Syrian Arab Republic Radio Network in Arabic 1530 GMT 14 Apr 94,Syrian Arab Republic Radio Network,organization based in,Damascus
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.",Avis Bourg Co.,organization based in,Folsom
"Surratt , a young Confederate spy who had conspired with John Wilkes Booth to abduct Lincoln in 1864 , fled after Booth shot Lincoln on April 14 , 1865 .",Booth,kill,Lincoln
"Kings Bay , Ga. ;",Kings Bay,none,Ga.
"To handle these tasks , new advanced satellites are to be developed as outlined by Academician M. F. Reshetnov , general designer and director of the Scientific Production Association of Applied Mechanics .",M. F. Reshetnov,work for,Scientific Production Association of Applied Mechanics
